City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Edgewater,US,28.9889,-80.9023,69.1,87,76,4.65,broken clouds
344,Ilulissat,GL,69.2167,-51.1,26.62,50,90,10.36,overcast clouds
345,Erzin,TR,36.9559,36.2,45.12,48,0,4.94,clear sky
346,Fukue,JP,32.6881,128.8419,62.96,63,40,6.91,scattered clouds
347,Alyangula,AU,-13.8483,136.4192,84.07,70,88,6.91,overcast clouds
348,Yar-Sale,RU,66.8333,70.8333,-9.83,86,93,15.52,overcast clouds
349,Namatanai,PG,-3.6667,152.4333,85.24,68,60,5.86,light rain
350,Kalmar,SE,56.6616,16.3616,28.96,92,90,9.22,light snow
351,Luwuk,ID,-0.9516,122.7875,85.44,78,100,0.72,overcast clouds
352,Ogulin,HR,45.2661,15.2286,41.83,99,100,3.02,overcast clouds
353,Onalaska,US,43.8844,-91.2351,34.36,65,85,11.99,overcast clouds
354,Karatau,KZ,43.1667,70.4667,42.8,68,6,2.64,clear sky
355,Blakstad,NO,59.8191,10.4645,16.88,44,92,1.86,overcast clouds
356,Dhone,IN,15.4167,77.8833,80.82,53,48,3.78,scattered clouds
357,Randudongkal,ID,-7.0981,109.3243,81.27,76,96,3.98,overcast clouds
358,Deputatskiy,RU,69.3,139.9,-20.51,99,100,0.45,overcast clouds
359,Axim,GH,4.8699,-2.2405,79.09,86,41,6.33,scattered clouds
360,Yumen,CN,40.2833,97.2,29.62,40,70,5.08,broken clouds
361,Kutno,PL,52.2306,19.3641,32.16,98,100,6.78,overcast clouds
362,Srednekolymsk,RU,67.45,153.6833,-45.0,99,91,4.32,overcast clouds
363,Ugep,NG,5.8086,8.0812,75.04,92,100,2.71,overcast clouds
364,Kashi,CN,39.4547,75.9797,38.41,32,20,2.24,few clouds
365,Nemuro,JP,43.3236,145.575,45.03,73,43,23.26,scattered clouds
366,Puerto Baquerizo Moreno,EC,-0.9,-89.6,67.24,90,72,9.84,broken clouds
367,Alice Springs,AU,-23.7,133.8833,92.75,27,20,5.75,few clouds
368,Tarata,BO,-17.6167,-66.0167,54.82,78,100,5.26,overcast clouds
369,Shieli,KZ,44.1667,66.75,40.03,70,100,2.75,overcast clouds
370,Dicabisagan,PH,17.0818,122.4157,76.71,79,79,7.65,broken clouds
371,Rio Gallegos,AR,-51.6226,-69.2181,44.65,53,0,8.05,clear sky
372,Neiafu,TO,-18.65,-173.9833,81.28,78,40,11.5,scattered clouds
373,Sheridan,US,44.8333,-106.9173,19.58,78,90,4.61,overcast clouds
374,Tsaratanana,MG,-16.7833,47.65,82.54,43,0,9.48,clear sky
375,Leh,IN,34.1667,77.5833,21.9,81,95,3.76,overcast clouds
376,Vardo,NO,70.3705,31.1107,14.2,78,86,20.85,overcast clouds
377,Vigrestad,NO,58.5667,5.7,30.99,67,78,23.2,broken clouds
378,Richards Bay,ZA,-28.783,32.0377,78.48,73,75,10.96,broken clouds
379,Shu,KZ,43.5983,73.7614,39.22,68,85,1.3,overcast clouds
380,Tulagi,SB,-9.0996,160.1476,82.62,76,100,20.49,moderate rain
381,Purepero,MX,19.9167,-102.0167,53.33,83,100,4.14,overcast clouds
382,Garissa,KE,-0.4536,39.6401,78.73,74,29,7.94,light rain
383,Leningradskiy,RU,69.3833,178.4167,-3.17,97,100,23.78,light snow
384,Hamilton,US,39.1834,-84.5333,61.65,93,90,1.01,overcast clouds
385,Hervey Bay,AU,-25.2986,152.8535,82.04,72,36,5.01,light rain
386,Kasempa,ZM,-13.4584,25.8338,68.22,75,77,3.98,broken clouds
387,Morlaix,FR,48.5833,-4.0,44.65,87,0,9.22,clear sky
388,Lumberton,US,34.6182,-79.0086,52.34,95,64,5.53,broken clouds
389,Roma,US,43.2128,-75.4557,48.06,54,90,1.01,overcast clouds
390,Camacha,PT,33.0833,-16.3333,62.02,68,75,12.66,broken clouds
391,Ishigaki,JP,24.3448,124.1572,77.13,53,20,13.8,few clouds
392,Jasper,US,37.2001,-94.3502,51.53,48,1,4.0,clear sky
393,Talaya,RU,61.3833,152.75,-39.3,100,58,0.94,broken clouds
394,Natchez,US,31.5604,-91.4032,66.42,88,1,6.91,clear sky
395,Keokuk,US,40.3973,-91.3849,47.21,49,90,19.57,overcast clouds
396,Vestmannaeyjar,IS,63.4427,-20.2734,43.16,56,23,17.29,few clouds
397,Westport,US,41.1415,-73.3579,51.8,78,90,5.99,overcast clouds
398,Pisco,PE,-13.7,-76.2167,66.25,82,0,10.36,clear sky
399,Smithers,CA,54.7804,-127.1743,16.12,92,90,0.0,light snow
400,Waipawa,NZ,-41.4122,175.5153,52.43,96,100,7.47,light rain
401,Palm Valley,US,30.1775,-81.3876,63.99,85,62,1.88,broken clouds
402,Mount Gambier,AU,-37.8333,140.7667,69.71,52,22,17.27,few clouds
403,Bani Walid,LY,31.7566,13.9942,48.52,37,0,14.81,clear sky
404,Mahabad,IR,36.7631,45.7222,40.8,57,86,3.96,overcast clouds
405,Pingxiang,CN,27.6167,113.85,65.1,34,0,3.58,clear sky
406,Taltal,CL,-25.4,-70.4833,60.98,79,91,1.9,overcast clouds
407,Mudgee,AU,-32.5943,149.5871,61.79,94,90,9.22,overcast clouds
408,Andenes,NO,69.3143,16.1194,22.98,80,75,14.97,broken clouds
409,Kivsharivka,UA,49.6213,37.7036,32.4,88,100,6.82,overcast clouds
410,Dunedin,NZ,-45.8742,170.5036,54.81,66,95,3.0,overcast clouds
411,Pont-A-Mousson,FR,48.9079,6.0589,38.82,88,0,4.61,light rain
412,Zhaoyuan,CN,37.3592,120.3964,49.84,60,85,12.93,overcast clouds
413,Beipiao,CN,41.7919,120.7792,37.94,32,5,16.75,clear sky
414,Isangel,VU,-19.55,169.2667,87.91,62,20,5.75,few clouds
415,Hope,US,33.6671,-93.5916,69.85,90,68,11.39,broken clouds
416,Hailar,CN,49.2,119.7,19.17,80,6,11.23,clear sky
417,Ternate,ID,0.8,127.4,83.52,72,100,8.55,overcast clouds
418,Arroio Grande,BR,-32.2375,-53.0869,61.11,94,14,4.59,few clouds
419,Merauke,ID,-8.4667,140.3333,86.41,62,97,8.01,overcast clouds
420,Ahipara,NZ,-35.1667,173.1667,72.34,71,98,10.6,overcast clouds
421,Yambio,SS,4.5721,28.3955,73.0,71,100,3.2,overcast clouds
422,Antalaha,MG,-14.9003,50.2788,80.91,70,22,8.01,light rain
423,Mackenzie,CA,55.2999,-123.1698,7.02,92,90,3.44,overcast clouds
424,Takoradi,GH,4.8845,-1.7554,78.8,86,25,5.21,scattered clouds
425,Longyearbyen,SJ,78.2186,15.6401,22.84,86,75,14.97,light snow
426,Nome,US,64.5011,-165.4064,30.27,93,90,25.32,light snow
427,Katobu,ID,-4.9408,122.5276,77.25,92,100,5.23,heavy intensity rain
428,Salalah,OM,17.0151,54.0924,80.69,29,0,8.05,clear sky
429,Abu Samrah,SY,35.3029,37.1841,49.19,56,0,1.23,clear sky
430,Wanxian,CN,30.8039,108.3897,65.1,49,2,4.7,clear sky
431,Tuy Hoa,VN,13.0833,109.3,71.69,91,99,9.48,overcast clouds
432,Zalantun,CN,48.0,122.7167,27.72,44,1,10.78,clear sky
433,Goundi,TD,9.3627,17.366,73.83,31,58,4.83,broken clouds
434,Ulaanbaatar,MN,47.9077,106.8832,17.73,57,3,4.47,clear sky
435,Brandon,US,27.9378,-82.2859,67.91,93,1,0.0,clear sky
436,Darhan,MN,49.4867,105.9228,21.31,75,31,6.33,scattered clouds
437,Bhanpuri,IN,21.1,80.9167,77.14,57,6,6.53,clear sky
438,Tame,CO,6.461,-71.73,76.78,56,86,5.84,overcast clouds
439,Diamantino,BR,-14.4086,-56.4461,73.33,94,98,2.82,light rain
440,Half Moon Bay,US,37.4636,-122.4286,55.99,92,90,1.99,mist
441,Todos Santos,MX,23.45,-110.2167,75.0,80,96,1.25,overcast clouds
442,Guimbal,PH,10.6633,122.3228,85.59,61,95,11.97,overcast clouds
443,Nabire,ID,-3.3667,135.4833,91.96,54,90,6.51,overcast clouds
444,Samana,DO,19.2056,-69.3369,76.28,88,28,8.81,scattered clouds
445,Salamiyah,SY,35.0113,37.0532,49.62,56,0,1.32,clear sky
446,Muyezerskiy,RU,63.9333,31.65,1.31,100,88,2.93,overcast clouds
447,Casper,US,42.8666,-106.3131,17.73,75,90,1.01,overcast clouds
448,Aripuana,BR,-9.1667,-60.6333,72.55,95,100,1.12,light rain
449,Oyama,JP,36.3,139.8,54.9,61,100,3.98,light rain
450,Aksarka,RU,66.5606,67.7975,-9.51,85,92,13.42,overcast clouds
451,Mahibadhoo,MV,3.7833,72.9667,82.9,70,66,13.11,broken clouds
452,Vanimo,PG,-2.6741,141.3028,86.31,72,69,11.16,broken clouds
453,Byron Bay,AU,-28.65,153.6167,81.05,78,70,7.61,light rain
454,Labuhan,ID,-6.8844,112.2051,81.88,74,98,4.83,overcast clouds
455,Cockburn Town,TC,21.4612,-71.1419,80.4,77,48,21.07,scattered clouds
456,Sinnamary,GF,5.3833,-52.95,76.32,89,100,6.04,overcast clouds
457,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,72,75,5.99,broken clouds
458,Bosobolo,CD,4.1833,19.9,72.14,85,100,0.51,overcast clouds
459,Krasnoye,UA,49.9145,24.6134,31.35,97,100,3.47,overcast clouds
460,Yataity,PY,-26.3667,-56.0667,70.48,67,0,4.05,clear sky
461,Necochea,AR,-38.5473,-58.7368,52.03,85,0,8.12,clear sky
462,Nishihara,JP,26.1842,127.7558,74.86,50,40,16.11,scattered clouds
463,Pasni,PK,25.2631,63.471,74.26,26,33,15.59,scattered clouds
464,Mandalgovi,MN,45.7625,106.2708,26.96,30,0,17.13,clear sky
465,Gornopravdinsk,RU,60.05,69.9,-11.49,99,80,1.05,broken clouds
466,Muros,ES,42.7762,-9.0603,53.24,95,88,6.78,overcast clouds
467,Nyurba,RU,63.2842,118.3319,-27.71,94,51,5.55,broken clouds
468,Tura,IN,25.5198,90.2201,72.39,68,100,2.33,overcast clouds
469,San Rafael,AR,-34.6177,-68.3301,67.33,67,1,7.0,clear sky
470,Jiuquan,CN,39.7432,98.5174,32.11,37,49,10.4,scattered clouds
471,Monte Santo,BR,-10.4378,-39.3328,69.33,92,19,5.5,few clouds
472,Praia Da Vitoria,PT,38.7333,-27.0667,59.76,82,40,5.39,scattered clouds
473,Cheremukhovo,RU,60.3484,59.9851,-7.1,99,100,1.97,overcast clouds
474,Muroto,JP,33.2833,134.15,60.84,57,97,1.23,overcast clouds
475,Martapura,ID,-3.4167,114.85,80.69,83,40,9.22,moderate rain
476,Governador Valadares,BR,-18.8511,-41.9494,71.02,91,73,2.13,broken clouds
477,Pitimbu,BR,-7.4706,-34.8086,79.39,80,48,13.58,scattered clouds
478,Auki,SB,-8.7676,160.7034,79.16,89,100,9.78,overcast clouds
479,Saryozek,KZ,44.3583,77.9753,41.27,66,100,4.52,overcast clouds
480,Urumqi,CN,43.801,87.6005,32.95,51,75,2.24,broken clouds
481,Cartagena Del Chaira,CO,1.3349,-74.8429,70.93,99,93,1.59,overcast clouds
482,Alcantara,BR,-2.4089,-44.4147,82.6,90,69,7.4,broken clouds
483,Pacific Grove,US,36.6177,-121.9166,58.6,92,1,1.01,clear sky
484,Kutum,SD,14.2,24.6667,59.9,23,2,5.82,clear sky
485,Ocos,GT,14.5094,-92.1933,79.0,73,3,2.21,clear sky
486,Strunino,RU,56.3833,38.5667,17.94,94,100,5.88,overcast clouds
487,Oriximina,BR,-1.7656,-55.8661,74.64,92,93,2.53,light rain
488,Swan Hill,AU,-35.3378,143.5544,83.43,24,88,9.17,overcast clouds
489,Valdez,EC,1.2492,-78.9831,75.43,89,100,6.96,moderate rain
490,Mayo,US,38.8876,-76.5119,49.86,82,75,4.61,broken clouds
491,Labis,MY,2.385,103.021,82.92,64,100,6.02,overcast clouds
492,Sinop,TR,41.7711,34.8709,41.43,74,19,12.62,few clouds
493,Viedma,AR,-40.8135,-62.9967,63.77,38,0,12.3,clear sky
494,Lixourion,GR,38.2019,20.4314,62.6,72,75,13.8,broken clouds
495,Flin Flon,CA,54.7682,-101.865,-12.6,92,16,8.08,few clouds
496,Anchorage,US,61.2181,-149.9003,37.63,88,90,5.01,light snow
497,Nauta,PE,-4.5061,-73.5757,72.72,98,100,1.95,overcast clouds
498,Lavrentiya,RU,65.5833,-171.0,24.96,96,100,12.01,snow
499,Larsnes,NO,62.2028,5.5773,36.01,76,100,5.95,overcast clouds
500,Kvarkeno,RU,52.0833,59.725,28.42,96,100,10.09,light snow
501,Forestville,US,38.8451,-76.875,48.97,58,90,0.0,overcast clouds
502,College,US,64.8569,-147.8028,15.46,81,75,3.44,broken clouds
503,Severnoye,RU,56.3491,78.3619,27.72,96,100,5.88,overcast clouds
504,San Estanislao,CO,10.3983,-75.1511,80.69,91,84,1.25,broken clouds
505,The Valley,AI,18.217,-63.0578,80.82,74,75,22.21,broken clouds
506,Gaspe,CA,48.8334,-64.4819,15.71,73,1,3.44,clear sky
507,Poronaysk,RU,49.2167,143.1167,37.42,73,7,13.62,clear sky
508,Barao De Melgaco,BR,-16.1944,-55.9675,75.72,99,100,2.8,overcast clouds
509,Pinhao,BR,-25.6956,-51.6597,57.78,97,29,2.13,scattered clouds
510,Semnan,IR,35.5729,53.3971,49.57,33,23,0.76,few clouds
511,Oum Hadjer,TD,13.2954,19.6966,74.55,24,34,8.03,scattered clouds
512,Srostki,RU,52.4189,85.7022,27.09,83,100,2.82,overcast clouds
513,Harper,LR,4.375,-7.7169,79.12,84,46,7.85,light rain
514,Aranos,NA,-24.1333,19.1167,68.56,27,0,11.5,clear sky
515,Grand-Santi,GF,4.25,-54.3833,71.37,99,98,1.16,overcast clouds
516,Ghanzi,BW,-21.5667,21.7833,75.43,56,98,7.99,overcast clouds
517,Yeppoon,AU,-23.1333,150.7333,85.78,70,39,15.7,scattered clouds
518,Biltine,TD,14.5333,20.9167,73.06,19,5,12.37,clear sky
519,Olafsvik,IS,64.8945,-23.7142,41.16,74,95,21.97,light rain
520,San Ramon,US,37.7799,-121.978,54.82,88,1,0.0,clear sky
521,Salisbury,GB,51.0693,-1.7957,37.42,94,90,3.44,overcast clouds
522,Tilichiki,RU,60.4667,166.1,-0.38,93,95,5.48,overcast clouds
523,Sao Joao Del Rei,BR,-21.1356,-44.2617,61.47,95,45,2.64,scattered clouds
524,Saurimo,AO,-9.6608,20.3916,67.64,91,83,1.88,broken clouds
525,Batsfjord,NO,70.6345,29.7185,14.22,91,87,19.26,light snow
526,Oistins,BB,13.0667,-59.5333,80.69,74,40,20.71,scattered clouds
527,Caraquet,CA,47.7941,-64.9386,20.34,78,100,7.99,overcast clouds
528,Kantunilkin,MX,21.0917,-87.45,76.95,98,5,2.24,clear sky
529,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,62.22,92,44,5.84,scattered clouds
530,Zhigansk,RU,66.7697,123.3711,-25.38,97,100,10.22,overcast clouds
531,Ajdabiya,LY,30.7554,20.2263,52.77,51,0,10.8,clear sky
532,Athol,US,42.5959,-72.2268,38.95,64,90,0.0,overcast clouds
533,Te Anau,NZ,-45.4167,167.7167,53.96,61,95,4.83,overcast clouds
534,Bria,CF,6.5423,21.9863,76.64,44,100,2.91,overcast clouds
535,Pemangkat,ID,1.1667,108.9667,83.98,67,85,11.59,overcast clouds
536,Chumikan,RU,54.7183,135.315,15.53,78,97,27.67,overcast clouds
537,Luderitz,NA,-26.6481,15.1594,65.77,66,0,13.69,clear sky
538,Puerto Quijarro,BO,-17.7833,-57.7667,72.41,97,100,2.37,light rain
539,Khandagayty,RU,50.7333,92.05,13.15,86,100,0.36,overcast clouds
540,Bermeo,ES,43.4209,-2.7215,54.14,82,100,14.97,overcast clouds
541,Samarai,PG,-10.6167,150.6667,84.13,71,88,13.27,overcast clouds
542,Manta,EC,-0.95,-80.7333,73.18,88,75,11.5,broken clouds
543,Nichinan,JP,31.6,131.3667,64.76,65,61,7.0,broken clouds
544,Tarko-Sale,RU,64.9225,77.785,-32.35,100,36,4.03,scattered clouds
545,Aswan,EG,24.0934,32.907,56.5,54,24,9.22,few clouds
546,Avera,US,33.194,-82.5271,57.7,82,45,6.4,scattered clouds
547,Port Augusta,AU,-32.5,137.7667,85.71,36,38,12.86,scattered clouds
548,Kiunga,PG,-6.1219,141.2906,86.11,71,88,2.24,overcast clouds
549,Vincennes,FR,48.85,2.4333,42.17,95,90,1.99,overcast clouds
550,Cavinti,PH,14.2448,121.508,81.77,62,24,10.0,few clouds
551,Beaufort,MY,5.3473,115.7455,84.36,82,100,2.8,overcast clouds
552,Troitsko-Pechorsk,RU,62.7084,56.1964,-11.65,99,48,1.86,scattered clouds
553,Ortega,CO,3.9361,-75.2217,72.36,87,73,3.27,broken clouds
554,Muli,MV,2.9167,73.5667,83.03,74,19,14.99,few clouds
555,Arlit,NE,18.7369,7.3853,63.36,21,21,1.95,few clouds
556,Aracruz,BR,-19.8203,-40.2733,74.41,96,94,2.15,overcast clouds
557,Kimberley,ZA,-28.7323,24.7623,60.49,67,0,5.75,clear sky
558,Chimoio,MZ,-19.1164,33.4833,75.06,78,0,3.31,clear sky
559,Ornskoldsvik,SE,63.2909,18.7153,5.95,85,20,4.61,light snow
560,Karasjok,NO,69.4719,25.5112,-2.09,93,17,5.86,few clouds
561,Port Lincoln,AU,-34.7333,135.8667,65.97,60,39,18.01,scattered clouds
562,Maunabo,PR,18.0072,-65.8993,80.44,82,69,13.78,broken clouds
563,Skibbereen,IE,51.55,-9.2667,47.53,82,90,22.64,overcast clouds
564,Nuuk,GL,64.1835,-51.7216,25.41,80,75,17.27,broken clouds
565,Chajul,GT,15.4853,-91.0342,55.44,95,63,2.51,broken clouds
566,Carutapera,BR,-1.195,-46.02,78.22,86,70,6.93,broken clouds
567,Storvorde,DK,57.0039,10.1013,30.96,83,90,1.99,overcast clouds
568,Qandala,SO,11.472,49.8728,77.59,54,29,5.3,scattered clouds
569,Butterworth,MY,5.3991,100.3638,86.09,65,20,8.01,few clouds
570,Karpogory,RU,64.0019,44.4451,-2.76,99,13,3.74,few clouds
571,Kem,RU,64.9555,34.5793,2.73,91,10,5.06,clear sky
572,Padang,ID,-0.9492,100.3543,87.85,64,50,7.38,scattered clouds
573,Ventimiglia,IT,43.7935,7.6026,51.46,22,0,7.25,clear sky
574,Olsztyn,PL,53.7799,20.4942,30.16,90,100,10.04,overcast clouds
575,Kashan,IR,33.9831,51.4364,52.23,33,34,3.91,scattered clouds
576,Akhalgori,GE,42.126,44.4833,40.51,60,7,1.21,clear sky
577,Narsaq,GL,60.9167,-46.05,25.02,82,79,11.32,broken clouds
578,Khaga,IN,25.7833,81.1167,79.65,42,12,2.44,few clouds
579,Helena,US,46.5927,-112.0361,16.99,75,1,1.01,clear sky
580,Springdale,US,36.1867,-94.1288,55.13,91,90,5.01,moderate rain
581,Naryan-Mar,RU,67.6713,53.087,20.88,88,100,20.51,overcast clouds
582,Russell,US,32.3502,-85.1999,60.03,96,1,3.44,mist
583,Mata,PT,40.683,-7.4592,45.93,98,46,3.96,scattered clouds
584,Talnakh,RU,69.4865,88.3972,-14.8,99,100,13.73,light snow
585,Laurencekirk,GB,56.8334,-2.4654,37.38,90,100,16.6,overcast clouds
586,Doha,QA,25.2867,51.5333,67.98,56,0,4.61,clear sky
587,Honningsvag,NO,70.9821,25.9704,32.14,93,98,31.29,snow
588,Kaura Namoda,NG,12.5898,6.5779,66.58,18,53,9.48,broken clouds
589,Ucluelet,CA,48.9329,-125.5528,39.09,82,100,1.01,overcast clouds
590,Virginia,US,37.5481,-77.4467,50.77,73,75,3.44,broken clouds
591,Bayir,TR,37.2687,28.2167,50.83,96,100,7.23,light rain
592,Kodinsk,RU,58.6881,99.1844,26.92,96,100,3.38,light snow
593,Poum,NC,-20.2333,164.0167,81.97,74,22,15.57,few clouds
594,Kerewan,GM,13.4898,-16.0888,66.31,19,99,6.4,overcast clouds
595,Makat,KZ,47.6469,53.3463,38.55,63,99,6.55,overcast clouds
596,Fort Saint James,CA,54.4333,-124.25,20.44,77,100,1.57,overcast clouds
597,Itarare,BR,-24.1125,-49.3317,62.83,96,95,2.51,moderate rain
598,Sao Francisco Do Sul,BR,-26.2433,-48.6381,72.1,92,79,1.83,broken clouds
599,Boa Vista,BR,2.8197,-60.6733,78.78,78,75,6.91,broken clouds
600,Dryden,CA,49.7833,-92.7503,16.09,86,90,12.66,light snow
601,Ponta Delgada,PT,37.7333,-25.6667,61.52,63,75,6.91,broken clouds
602,Golubitskaya,RU,45.3222,37.2822,46.81,89,76,8.77,broken clouds
603,Ron,IN,15.6667,75.7333,79.65,52,28,4.88,scattered clouds
604,Porto Novo,BJ,6.4965,2.6036,82.22,88,40,4.25,scattered clouds
605,Arecibo,PR,18.4724,-66.7157,77.58,89,17,11.03,few clouds
606,Dong Hoi,VN,17.4833,106.6,73.24,52,83,15.48,broken clouds
607,Blyth,GB,55.1271,-1.5086,39.38,94,100,6.91,overcast clouds
608,Belmonte,BR,-15.8631,-38.8828,73.9,87,2,2.86,clear sky
609,Amahai,ID,-3.3333,128.9167,81.21,84,93,7.9,overcast clouds
610,Bontang,ID,0.1333,117.5,85.42,71,100,4.21,overcast clouds
611,Pingliang,CN,35.5392,106.6861,41.58,28,5,8.03,clear sky
612,Sobolevo,RU,54.4299,31.8996,27.57,93,100,7.43,overcast clouds
613,Catamarca,AR,-28.4696,-65.7852,77.77,59,66,5.99,broken clouds
614,Yaan,NG,7.3833,8.5667,74.88,67,100,3.29,overcast clouds
615,Luanda,AO,-8.8368,13.2343,77.72,83,100,5.75,overcast clouds
616,Naifaru,MV,5.4444,73.3657,82.63,71,11,8.3,few clouds
617,Polunochnoye,RU,60.8697,60.4153,-9.72,99,98,1.92,overcast clouds
618,Egvekinot,RU,66.3167,-179.1667,-2.56,83,96,18.05,overcast clouds
619,Noyabrsk,RU,63.1994,75.4507,-18.65,96,70,5.55,broken clouds
620,Kostolac,RS,44.7149,21.1711,42.15,88,100,10.07,light rain
621,Udimskiy,RU,61.1417,45.9144,-4.74,100,100,2.66,overcast clouds
622,Launceston,AU,-41.45,147.1667,67.64,64,40,8.99,light rain
623,Hatillo,PR,18.4863,-66.8254,77.07,90,26,11.3,scattered clouds
624,Zeya,RU,53.75,127.2667,16.75,48,47,5.99,scattered clouds
625,Aberdeen,GB,57.1437,-2.0981,38.21,88,40,19.57,scattered clouds
626,Adiake,CI,5.2863,-3.304,81.99,87,53,4.7,broken clouds
627,Ulety,RU,51.3572,112.4849,28.58,52,76,7.9,broken clouds
628,Yingcheng,CN,30.95,113.55,64.45,21,0,5.79,clear sky
629,Wanning,CN,18.8003,110.3967,74.84,52,97,14.58,overcast clouds
630,Zavitinsk,RU,50.1167,129.45,12.38,93,28,5.37,scattered clouds
631,Kyra,RU,49.5776,111.9753,24.21,64,85,2.04,overcast clouds
632,Kassala,SD,15.451,36.4,72.93,71,0,8.3,clear sky
633,Prieska,ZA,-29.6641,22.7474,63.19,53,0,9.26,clear sky
634,Pervomayskoye,RU,43.919,46.7102,46.62,74,37,1.48,scattered clouds
635,Mercedes,AR,-34.6515,-59.4307,62.85,95,0,5.46,clear sky
636,Sao Felix Do Xingu,BR,-6.6447,-51.995,69.71,95,94,0.54,overcast clouds
637,Fonte Boa,BR,-2.4959,-66.2662,73.71,99,98,1.5,overcast clouds
638,Diapaga,BF,12.0708,1.7889,69.73,20,63,6.76,broken clouds
639,Sungaipenuh,ID,-2.0833,101.3833,81.05,52,80,6.55,broken clouds
640,Kayerkan,RU,69.3497,87.7602,-15.48,75,100,13.33,light snow
641,Camaguey,CU,21.3808,-77.9169,75.54,94,40,4.61,scattered clouds
642,Jati,PK,24.3539,68.2671,80.47,15,2,9.46,clear sky
643,Pietersburg,ZA,-23.9045,29.4688,63.45,82,0,5.75,clear sky
644,Laguna,US,38.421,-121.4238,53.44,100,1,4.61,mist
645,Chaozhou,CN,23.6651,116.6379,73.26,37,90,5.32,overcast clouds
646,Lata,PT,40.1629,-8.3327,51.82,96,37,2.24,scattered clouds
647,Dinguiraye,GN,11.3,-10.7167,64.09,26,5,2.1,clear sky
648,Seabra,BR,-12.4186,-41.7703,64.27,98,73,3.51,broken clouds
649,Sortland,NO,68.6949,15.4162,22.96,78,25,4.12,scattered clouds
650,Mago,RU,53.2514,140.1822,6.1,96,70,1.61,broken clouds
651,Laguna De Perlas,NI,12.3429,-83.6712,76.69,89,7,9.13,clear sky
652,Jamiltepec,MX,16.2833,-97.8167,68.32,87,0,3.18,clear sky
653,Isparta,TR,38.0,31.0,43.56,85,60,13.27,broken clouds
654,Sanming,CN,26.2486,117.6186,66.04,45,0,4.83,clear sky
655,Boleslawiec,PL,51.2642,15.5697,33.01,98,100,4.0,overcast clouds
656,Moron,AR,-34.6534,-58.6198,67.96,86,1,3.0,clear sky
657,Maoming,CN,21.65,110.9,75.99,20,73,2.71,broken clouds
658,High Level,CA,58.5169,-117.136,-30.89,75,1,0.0,clear sky
659,Belle Fourche,US,44.6714,-103.8522,19.33,57,99,12.64,overcast clouds
660,Krasnaya Gorbatka,RU,55.8703,41.7641,23.38,89,100,5.84,overcast clouds
661,West Monroe,US,32.5185,-92.1476,68.72,78,20,6.91,few clouds
662,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,33.01,79,19,16.11,few clouds
663,Saint-Louis,SN,16.3333,-15.0,72.82,17,93,10.31,overcast clouds
664,Den Helder,NL,52.9599,4.7593,39.94,88,75,5.99,broken clouds
665,Aginskoye,RU,51.1,114.53,29.79,58,50,9.4,scattered clouds
666,Saint-Georges,GD,12.0564,-61.7485,80.28,74,20,11.5,few clouds
667,Wonosari,ID,-7.9656,110.6036,79.39,80,99,7.47,moderate rain
668,Siderno,IT,38.2779,16.302,56.84,82,96,8.88,overcast clouds
669,Cedartown,US,34.0537,-85.255,60.71,93,99,8.43,overcast clouds
670,El Alto,PE,-4.2714,-81.2147,64.76,85,96,14.2,overcast clouds
671,Atar,MR,20.5169,-13.0499,65.03,12,100,4.99,overcast clouds
672,Rudovci,RS,44.3801,20.4051,39.18,96,100,9.86,light rain
673,Sembe,CG,1.6481,14.5806,74.39,84,99,1.21,overcast clouds
674,Synya,RU,65.3718,58.0387,-0.17,97,99,6.55,overcast clouds
675,Kulhudhuffushi,MV,6.6221,73.07,82.4,73,15,8.77,few clouds
676,Aldan,RU,58.6031,125.3894,-1.41,94,100,4.41,overcast clouds
677,Lagunas,PE,-5.2269,-75.6753,72.64,92,100,1.77,overcast clouds
678,Mehamn,NO,71.0357,27.8492,33.22,91,99,20.18,light snow
679,Vila Do Maio,CV,15.1333,-23.2167,72.39,73,50,18.23,scattered clouds
680,Komsomolskiy,UZ,40.4272,71.7189,42.22,70,75,4.61,mist
681,Leshukonskoye,RU,64.8989,45.7622,3.4,92,37,5.35,scattered clouds
682,Anaco,VE,9.4389,-64.4728,73.29,85,66,9.46,broken clouds
683,Henties Bay,NA,-22.116,14.2845,55.85,84,2,2.21,clear sky
684,Ponnani,IN,10.767,75.9252,85.32,67,74,5.39,broken clouds
685,Whitehorse,CA,60.7161,-135.0538,-8.63,83,20,15.01,fog
686,Sarkand,KZ,45.41,79.9186,42.39,65,90,2.46,overcast clouds
687,Rimbey,CA,52.6334,-114.2353,3.22,91,84,5.39,broken clouds
688,Sisimiut,GL,66.9395,-53.6735,23.61,79,100,25.14,light snow
689,Saint Anthony,US,45.0205,-93.218,30.65,80,90,5.01,light snow
690,Caravelas,BR,-17.7125,-39.2481,72.61,91,4,4.74,clear sky
691,Canico,PT,32.6333,-16.85,65.48,77,40,1.99,scattered clouds
692,Khatassy,RU,61.9036,129.6383,-25.02,100,88,2.1,overcast clouds
693,Coari,BR,-4.085,-63.1414,74.07,98,99,5.32,overcast clouds
